Index	TimeStamp      	ID        	Length    	Data1 	Data2 	Data3 	Data4 	Data5 	Data6 	Data7 	Data8 	Checksum    
70   	1790.115    	08        	5           	01	03	01	01	01	00	ff	ff	F0        
71   	1850.114    	00        	2           	07	ff	00	ff	ff	ff	ff	ff	78        
72   	1860.113    	08        	5           	08	03	01	08	08	00	ff	ff	DB        
73   	1920.11     	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
74   	1930.117    	08        	5           	07	03	01	02	07	00	ff	ff	E3        
75   	1990.117    	00        	2           	00	ff	00	ff	ff	ff	ff	ff	7F        
76   	2000.11     	01        	2           	07	ff	00	ff	ff	ff	ff	ff	37        
77   	2010.118    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
78   	2020.115    	08        	5           	0e	03	01	04	0e	00	ff	ff	D3        
79   	2080.112    	01        	2           	00	ff	00	ff	ff	ff	ff	ff	3E        
80   	2090.12     	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
81   	2100.117    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
82   	2110.121    	08        	5           	01	03	01	01	01	00	ff	ff	F0        
83   	2170.085    	00        	2           	07	ff	00	ff	ff	ff	ff	ff	78        
84   	2180.079    	08        	5           	08	03	01	08	08	00	ff	ff	DB        
85   	2240.08     	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
86   	2250.084    	08        	5           	07	03	01	02	07	00	ff	ff	E3        
87   	2310.083    	00        	2           	00	ff	00	ff	ff	ff	ff	ff	7F        
88   	2320.084    	01        	2           	07	ff	00	ff	ff	ff	ff	ff	37        
89   	2330.085    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
90   	2340.085    	08        	5           	0e	03	01	04	0e	00	ff	ff	D3        
91   	2400.078    	01        	2           	00	ff	00	ff	ff	ff	ff	ff	3E        
92   	2410.086    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
93   	2420.083    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
94   	2430.087    	08        	5           	01	03	01	01	01	00	ff	ff	F0        
95   	2490.101    	00        	2           	07	ff	00	ff	ff	ff	ff	ff	78        
96   	2500.084    	08        	5           	08	03	01	08	08	00	ff	ff	DB        
97   	2560.082    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
98   	2570.093    	08        	5           	07	03	01	02	07	00	ff	ff	E3        
99   	2630.089    	00        	2           	00	ff	00	ff	ff	ff	ff	ff	7F        
100  	2640.086    	01        	2           	07	ff	00	ff	ff	ff	ff	ff	37        
101  	2650.09     	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
102  	2660.087    	08        	5           	0e	03	01	04	0e	00	ff	ff	D3        
103  	2720.084    	01        	2           	00	ff	00	ff	ff	ff	ff	ff	3E        
104  	2730.092    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
105  	2740.092    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
106  	2750.093    	08        	5           	01	03	01	01	01	00	ff	ff	F0        
107  	2810.092    	00        	2           	07	ff	00	ff	ff	ff	ff	ff	78        
108  	2820.09     	08        	5           	08	03	01	08	08	00	ff	ff	DB        
109  	2880.088    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
110  	2890.095    	08        	5           	07	03	01	02	07	00	ff	ff	E3        
111  	2950.094    	00        	2           	00	ff	00	ff	ff	ff	ff	ff	7F        
112  	2960.088    	01        	2           	07	ff	00	ff	ff	ff	ff	ff	37        
113  	2970.099    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
114  	2980.093    	08        	5           	0e	03	01	04	0e	00	ff	ff	D3        
115  	3040.093    	01        	2           	00	ff	00	ff	ff	ff	ff	ff	3E        
116  	3050.097    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
117  	3060.094    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
118  	3070.102    	08        	5           	01	03	01	01	01	00	ff	ff	F0        
119  	3130.097    	00        	2           	07	ff	00	ff	ff	ff	ff	ff	78        
120  	3140.099    	08        	5           	08	03	01	08	08	00	ff	ff	DB        
121  	3200.183    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
122  	3210.19     	08        	5           	07	03	01	02	07	00	ff	ff	E3        
123  	3270.193    	00        	2           	00	ff	00	ff	ff	ff	ff	ff	7F        
124  	3280.183    	01        	2           	07	ff	00	ff	ff	ff	ff	ff	37        
125  	3290.191    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
126  	3300.188    	08        	5           	0e	03	01	04	0e	00	ff	ff	D3        
127  	3360.184    	01        	2           	00	ff	00	ff	ff	ff	ff	ff	3E        
128  	3370.196    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
129  	3380.19     	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
130  	3390.194    	08        	5           	01	03	01	01	01	00	ff	ff	F0        
131  	3450.193    	00        	2           	07	ff	00	ff	ff	ff	ff	ff	78        
132  	3460.191    	08        	5           	08	03	01	08	08	00	ff	ff	DB        
133  	3520.188    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
134  	3530.196    	08        	5           	07	03	01	02	07	00	ff	ff	E3        
135  	3590.195    	00        	2           	00	ff	00	ff	ff	ff	ff	ff	7F        
136  	3600.189    	01        	2           	07	ff	00	ff	ff	ff	ff	ff	37        
137  	3610.197    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
138  	3620.194    	08        	5           	0e	03	01	04	0e	00	ff	ff	D3        
139  	3680.19     	01        	2           	00	ff	00	ff	ff	ff	ff	ff	3E        
140  	3690.198    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
141  	3700.195    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
142  	3710.199    	08        	5           	01	03	01	01	01	00	ff	ff	F0        
143  	3770.202    	00        	2           	07	ff	00	ff	ff	ff	ff	ff	78        
144  	3780.196    	08        	5           	08	03	01	08	08	00	ff	ff	DB        
145  	3840.197    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
146  	3850.201    	08        	5           	07	03	01	02	07	00	ff	ff	E3        
147  	3910.201    	00        	2           	00	ff	00	ff	ff	ff	ff	ff	7F        
148  	3920.194    	01        	2           	07	ff	00	ff	ff	ff	ff	ff	37        
149  	3930.202    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
150  	3940.203    	08        	5           	0e	03	01	04	0e	00	ff	ff	D3        
151  	4000.195    	01        	2           	00	ff	00	ff	ff	ff	ff	ff	3E        
152  	4010.204    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
153  	4020.2      	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
154  	4030.205    	08        	5           	01	03	01	01	01	00	ff	ff	F0        
155  	4090.204    	00        	2           	07	ff	00	ff	ff	ff	ff	ff	78        
156  	4100.202    	08        	5           	08	03	01	08	08	00	ff	ff	DB        
157  	4160.103    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
158  	4170.114    	08        	5           	07	03	01	02	07	00	ff	ff	E3        
159  	4230.11     	00        	2           	00	ff	00	ff	ff	ff	ff	ff	7F        
160  	4240.107    	01        	2           	07	ff	00	ff	ff	ff	ff	ff	37        
161  	4250.112    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
162  	4260.109    	08        	5           	0e	03	01	04	0e	00	ff	ff	D3        
163  	4320.112    	01        	2           	00	ff	00	ff	ff	ff	ff	ff	3E        
164  	4330.113    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
165  	4340.114    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
166  	4350.114    	08        	5           	01	03	01	01	01	00	ff	ff	F0        
167  	4410.113    	00        	2           	07	ff	00	ff	ff	ff	ff	ff	78        
168  	4420.111    	08        	5           	08	03	01	08	08	00	ff	ff	DB        
169  	4480.109    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
170  	4490.116    	08        	5           	07	03	01	02	07	00	ff	ff	E3        
171  	4550.116    	00        	2           	00	ff	00	ff	ff	ff	ff	ff	7F        
172  	4560.109    	01        	2           	07	ff	00	ff	ff	ff	ff	ff	37        
173  	4570.121    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
174  	4580.114    	08        	5           	0e	03	01	04	0e	00	ff	ff	D3        
175  	4640.114    	01        	2           	00	ff	00	ff	ff	ff	ff	ff	3E        
176  	4650.119    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
177  	4660.115    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
178  	4670.123    	08        	5           	01	03	01	01	01	00	ff	ff	F0        
179  	4730.119    	00        	2           	07	ff	00	ff	ff	ff	ff	ff	78        
180  	4740.136    	08        	5           	08	03	01	08	08	00	ff	ff	DB        
181  	4800.114    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
182  	4810.122    	08        	5           	07	03	01	02	07	00	ff	ff	E3        
183  	4870.125    	00        	2           	00	ff	00	ff	ff	ff	ff	ff	7F        
184  	4880.114    	01        	2           	07	ff	00	ff	ff	ff	ff	ff	37        
185  	4890.123    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
186  	4900.12     	08        	5           	0e	03	01	04	0e	00	ff	ff	D3        
187  	4960.116    	01        	2           	00	ff	00	ff	ff	ff	ff	ff	3E        
188  	4970.127    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
189  	4980.121    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
190  	4990.125    	08        	5           	01	03	01	01	01	00	ff	ff	F0        
191  	5050.124    	00        	2           	07	ff	00	ff	ff	ff	ff	ff	78        
192  	5060.122    	08        	5           	08	03	01	08	08	00	ff	ff	DB        
193  	5120.12     	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
194  	5130.127    	08        	5           	07	03	01	02	07	00	ff	ff	E3        
195  	5189.898    	00        	2           	00	ff	00	ff	ff	ff	ff	ff	7F        
196  	5199.891    	01        	2           	07	ff	00	ff	ff	ff	ff	ff	37        
197  	5209.899    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
198  	5219.896    	08        	5           	0e	03	01	04	0e	00	ff	ff	D3        
199  	5279.892    	01        	2           	00	ff	00	ff	ff	ff	ff	ff	3E        
200  	5289.9      	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
201  	5299.897    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
202  	5309.902    	08        	5           	01	03	01	01	01	00	ff	ff	F0        
203  	5369.904    	00        	2           	07	ff	00	ff	ff	ff	ff	ff	78        
204  	5379.899    	08        	5           	08	03	01	08	08	00	ff	ff	DB        
205  	5439.9      	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
206  	5449.903    	08        	5           	07	03	01	02	07	00	ff	ff	E3        
207  	5509.903    	00        	2           	00	ff	00	ff	ff	ff	ff	ff	7F        
208  	5519.896    	01        	2           	07	ff	00	ff	ff	ff	ff	ff	37        
209  	5529.905    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
210  	5539.921    	08        	5           	0e	03	01	04	0e	00	ff	ff	D3        
211  	5599.898    	01        	2           	00	ff	00	ff	ff	ff	ff	ff	3E        
212  	5609.906    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
213  	5619.903    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
214  	5629.907    	08        	5           	01	03	01	01	01	00	ff	ff	F0        
215  	5689.906    	00        	2           	07	ff	00	ff	ff	ff	ff	ff	78        
216  	5699.904    	08        	5           	08	03	01	08	08	00	ff	ff	DB        
217  	5759.902    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
218  	5769.913    	08        	5           	07	03	01	02	07	00	ff	ff	E3        
219  	5829.908    	00        	2           	00	ff	00	ff	ff	ff	ff	ff	7F        
220  	5839.936    	01        	2           	07	ff	00	ff	ff	ff	ff	ff	37        
221  	5849.91     	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
222  	5859.907    	08        	5           	0e	03	01	04	0e	00	ff	ff	D3        
223  	5919.903    	01        	2           	00	ff	00	ff	ff	ff	ff	ff	3E        
224  	5929.911    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
225  	5939.928    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
226  	5949.913    	08        	5           	01	03	01	01	01	00	ff	ff	F0        
227  	6009.912    	00        	2           	07	ff	00	ff	ff	ff	ff	ff	78        
228  	6019.91     	08        	5           	08	03	01	08	08	00	ff	ff	DB        
229  	6079.907    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
230  	6089.914    	08        	5           	07	03	01	02	07	00	ff	ff	E3        
231  	6149.914    	00        	2           	00	ff	00	ff	ff	ff	ff	ff	7F        
232  	6159.909    	01        	2           	07	ff	00	ff	ff	ff	ff	ff	37        
233  	6169.906    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
234  	6179.899    	08        	5           	0e	03	01	04	0e	00	ff	ff	D3        
235  	6239.9      	01        	2           	00	ff	00	ff	ff	ff	ff	ff	3E        
236  	6249.904    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
237  	6259.901    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
238  	6269.908    	08        	5           	01	03	01	01	01	00	ff	ff	F0        
239  	6329.904    	00        	2           	07	ff	00	ff	ff	ff	ff	ff	78        
240  	6339.922    	08        	5           	08	03	01	08	08	00	ff	ff	DB        
241  	6399.9      	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
242  	6409.907    	08        	5           	07	03	01	02	07	00	ff	ff	E3        
243  	6469.91     	00        	2           	00	ff	00	ff	ff	ff	ff	ff	7F        
244  	6479.9      	01        	2           	07	ff	00	ff	ff	ff	ff	ff	37        
245  	6489.908    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
246  	6499.905    	08        	5           	0e	03	01	04	0e	00	ff	ff	D3        
247  	6559.901    	01        	2           	00	ff	00	ff	ff	ff	ff	ff	3E        
248  	6569.913    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
249  	6579.906    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
250  	6589.91     	08        	5           	01	03	01	01	01	00	ff	ff	F0        
251  	6649.91     	00        	2           	07	ff	00	ff	ff	ff	ff	ff	78        
252  	6659.908    	08        	5           	08	03	01	08	08	00	ff	ff	DB        
253  	6719.905    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
254  	6729.912    	08        	5           	07	03	01	02	07	00	ff	ff	E3        
255  	6789.912    	00        	2           	00	ff	00	ff	ff	ff	ff	ff	7F        
256  	6799.958    	01        	2           	07	ff	00	ff	ff	ff	ff	ff	37        
257  	6809.913    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
258  	6819.91     	08        	5           	0e	03	01	04	0e	00	ff	ff	D3        
259  	6879.907    	01        	2           	00	ff	00	ff	ff	ff	ff	ff	3E        
260  	6889.915    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
261  	6899.912    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
262  	6909.916    	08        	5           	01	03	01	01	01	00	ff	ff	F0        
263  	6969.919    	00        	2           	07	ff	00	ff	ff	ff	ff	ff	78        
264  	6979.913    	08        	5           	08	03	01	08	08	00	ff	ff	DB        
265  	7039.914    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
266  	7049.918    	08        	5           	07	03	01	02	07	00	ff	ff	E3        
267  	7109.917    	00        	2           	00	ff	00	ff	ff	ff	ff	ff	7F        
268  	7119.927    	01        	2           	07	ff	00	ff	ff	ff	ff	ff	37        
269  	7129.919    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
270  	7139.919    	08        	5           	0e	03	01	04	0e	00	ff	ff	D3        
271  	7199.958    	01        	2           	00	ff	00	ff	ff	ff	ff	ff	3E        
272  	7209.966    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
273  	7219.963    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
274  	7229.967    	08        	5           	01	03	01	01	01	00	ff	ff	F0        
275  	7289.966    	00        	2           	07	ff	00	ff	ff	ff	ff	ff	78        
276  	7299.965    	08        	5           	08	03	01	08	08	00	ff	ff	DB        
277  	7359.962    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
278  	7369.973    	08        	5           	07	03	01	02	07	00	ff	ff	E3        
279  	7429.969    	00        	2           	00	ff	00	ff	ff	ff	ff	ff	7F        
280  	7439.966    	01        	2           	07	ff	00	ff	ff	ff	ff	ff	37        
281  	7449.97     	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
282  	7459.967    	08        	5           	0e	03	01	04	0e	00	ff	ff	D3        
283  	7519.964    	01        	2           	00	ff	00	ff	ff	ff	ff	ff	3E        
284  	7529.972    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
285  	7539.972    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
286  	7549.973    	08        	5           	01	03	01	01	01	00	ff	ff	F0        
287  	7609.972    	00        	2           	07	ff	00	ff	ff	ff	ff	ff	78        
288  	7619.97     	08        	5           	08	03	01	08	08	00	ff	ff	DB        
289  	7679.968    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
290  	7689.975    	08        	5           	07	03	01	02	07	00	ff	ff	E3        
291  	7749.974    	00        	2           	00	ff	00	ff	ff	ff	ff	ff	7F        
292  	7759.968    	01        	2           	07	ff	00	ff	ff	ff	ff	ff	37        
293  	7769.979    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
294  	7779.973    	08        	5           	0e	03	01	04	0e	00	ff	ff	D3        
295  	7839.973    	01        	2           	00	ff	00	ff	ff	ff	ff	ff	3E        
296  	7849.977    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
297  	7859.974    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
298  	7869.982    	08        	5           	01	03	01	01	01	00	ff	ff	F0        
299  	7929.977    	00        	2           	07	ff	00	ff	ff	ff	ff	ff	78        
300  	7939.979    	08        	5           	08	03	01	08	08	00	ff	ff	DB        
301  	7999.973    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
302  	8009.98     	08        	5           	07	03	01	02	07	00	ff	ff	E3        
303  	8069.984    	00        	2           	00	ff	00	ff	ff	ff	ff	ff	7F        
304  	8079.973    	01        	2           	07	ff	00	ff	ff	ff	ff	ff	37        
305  	8089.981    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
306  	8099.978    	08        	5           	0e	03	01	04	0e	00	ff	ff	D3        
307  	8159.802    	01        	2           	00	ff	00	ff	ff	ff	ff	ff	3E        
308  	8169.813    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
309  	8179.807    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
310  	8189.811    	08        	5           	01	03	01	01	01	00	ff	ff	F0        
311  	8249.81     	00        	2           	07	ff	00	ff	ff	ff	ff	ff	78        
312  	8259.808    	08        	5           	08	03	01	08	08	00	ff	ff	DB        
313  	8319.813    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
314  	8329.813    	08        	5           	07	03	01	02	07	00	ff	ff	E3        
315  	8389.812    	00        	2           	00	ff	00	ff	ff	ff	ff	ff	7F        
316  	8399.806    	01        	2           	07	ff	00	ff	ff	ff	ff	ff	37        
317  	8409.814    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
318  	8419.811    	08        	5           	0e	03	01	04	0e	00	ff	ff	D3        
319  	8479.807    	01        	2           	00	ff	00	ff	ff	ff	ff	ff	3E        
320  	8489.815    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
321  	8499.812    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
322  	8509.816    	08        	5           	01	03	01	01	01	00	ff	ff	F0        
323  	8569.819    	00        	2           	07	ff	00	ff	ff	ff	ff	ff	78        
324  	8579.814    	08        	5           	08	03	01	08	08	00	ff	ff	DB        
325  	8639.815    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
326  	8649.818    	08        	5           	07	03	01	02	07	00	ff	ff	E3        
327  	8709.818    	00        	2           	00	ff	00	ff	ff	ff	ff	ff	7F        
328  	8719.811    	01        	2           	07	ff	00	ff	ff	ff	ff	ff	37        
329  	8729.819    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
330  	8739.82     	08        	5           	0e	03	01	04	0e	00	ff	ff	D3        
331  	8799.813    	01        	2           	00	ff	00	ff	ff	ff	ff	ff	3E        
332  	8809.821    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
333  	8819.818    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
334  	8829.822    	08        	5           	01	03	01	01	01	00	ff	ff	F0        
335  	8889.821    	00        	2           	07	ff	00	ff	ff	ff	ff	ff	78        
336  	8899.819    	08        	5           	08	03	01	08	08	00	ff	ff	DB        
337  	8959.817    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
338  	8969.827    	08        	5           	07	03	01	02	07	00	ff	ff	E3        
339  	9029.823    	00        	2           	00	ff	00	ff	ff	ff	ff	ff	7F        
340  	9039.82     	01        	2           	07	ff	00	ff	ff	ff	ff	ff	37        
341  	9049.825    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
342  	9059.822    	08        	5           	0e	03	01	04	0e	00	ff	ff	D3        
343  	9119.818    	01        	2           	00	ff	00	ff	ff	ff	ff	ff	3E        
344  	9129.826    	02        	2           	00	ff	00	ff	ff	ff	ff	ff	BD        
345  	9139.827    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
346  	9149.827    	08        	5           	01	03	01	01	01	00	ff	ff	F0        
347  	9209.983    	00        	2           	07	ff	00	ff	ff	ff	ff	ff	78        
348  	9219.981    	08        	5           	08	03	01	08	08	00	ff	ff	DB        
349  	9279.979    	03        	2           	00	ff	00	ff	ff	ff	ff	ff	FC        
350  	9289.986    	08        	5           	07	03	01	02	07	00	ff	ff	E3        
